Artist Name(s);Album Name;Album Release Date;Track duration (s);Explicit;Popularity;Artist Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Label;Copyrights;;;
Kyu Sakamoto;Sukiyaki;12/03/2014;187,663;0;45;enka;0,406;0,337;7;-11,157;1;0,0309;0,643;0;0,159;0,457;145,111;4;Redwood Records;C (C) 2014 Entertain Me Europe LTD;;;0,187663
Snakehips, Tinashe, Chance the Rapper;All My Friends (feat, Tinashe & Chance the Rapper);21/10/2015;229,746;1;73;electropop,uk dance,alternative r&b,dance pop,metropopolis,pop,r&b,urban contemporary,chicago rap,conscious hip hop,hip hop,pop rap,rap;0,681;0,521;0;-5,849;1;0,141;0,12;0,0000841;0,108;0,181;94,997;4;Hoffman West/Columbia;P (P) 2015 Sony Music Entertainment UK Limited;;;0,229746
Tinie Tempah;Pass Out;26/02/2010;236,351;0;45;dance pop,grime,pop rap;0,661;0,896;1;-3,212;1;0,318;0,0637;0;0,168;0,54;90,891;4;Parlophone UK;C © 2010 Disturbing London Records Limited under exclusive licence to Parlophone Records Ltd, This label copy information is the subject of copyright protection, All rights reserved, (C) 2010 Parlophone Records Ltd, P ? 2010 The copyright in this sound recording is owned by Disturbing London Records Limited under exclusive licence to Parlophone Records Ltd;;;0,236351
DJ Snake, Bipolar Sunshine;Encore;05/08/2016;220,573;0;0;edm,electronic trap,pop,pop dance,gauze pop;0,611;0,7;9;-5,331;1;0,0436;0,0199;0;0,0549;0,213;104,981;4;Universal Music Group;C © 2016 DJ Snake Music, under exclusive license to Interscope Records, P ? 2016 DJ Snake Music, under exclusive license to Interscope Records;;;0,220573
Powderfinger;All Of The Dreamers;01/01/2009;218,813;0;23;australian alternative rock,australian rock;0,511;0,984;0;-3,142;1;0,0648;0,000023;0,0000353;0,211;0,489;135,971;4;Universal Music Australia Pty, Ltd,;C © 2009 Universal Music Australia Pty Ltd,, P ? 2009 Universal Music Australia Pty Ltd,;;;0,218813
Kevin Rudolf, Lil Wayne;In The City;01/01/2008;231,173;1;0;pop rap,wrestling,hip hop,new orleans rap,pop rap,rap,trap;0,607;0,784;7;-4,41;1;0,0397;0,000684;0;0,0678;0,442;113,172;4;Universal Music Group;C © 2008 Cash Money Records Inc,, P ? 2008 Cash Money Records Inc,;;;0,231173
Juice WRLD, Marshmello;Legends Never Die;10/07/2020;205,484;1;81;chicago rap,melodic rap,rap,brostep,edm,pop,progressive electro house;0,625;0,814;0;-5,181;1;0,0657;0,0172;0;0,158;0,535;144,991;4;Grade A Productions/Interscope Records;C © 2020 Grade A Productions, LLC, under exclusive license to Interscope Records, P ? 2020 Grade A Productions, LLC, under exclusive license to Interscope Records;;;0,205484
Simply Red;A New Flame (Expanded Version);01/01/1989;204;0;75;british soul,new romantic,new wave pop,soft rock,sophisti-pop;0,638;0,352;10;-9,266;1;0,0268;0,492;0;0,105;0,204;94,173;3;Rhino/Elektra;C © 2008 Warner Music UK Ltd, / Simplyred,com Ltd,, P ? 2008 Warner Music UK Ltd, / Simplyred,com Ltd, Marketed by Rhino Entertainment Company, a Warner Music Group Company;;;0,204
Jessica Mauboy, Flo Rida;Been Waiting;17/11/2008;226,093;0;39;australian indigenous,australian pop,australian talent show,dance pop,miami hip hop,pop,pop rap;0,512;0,916;5;-3,715;0;0,284;0,0231;0;0,095;0,363;85,873;4;Sony BMG Music Entertainment;P (P) 2008 Sony Music Entertainment Australia Pty Ltd,;;;0,226093
Ruby Velle & The Soulphonics;It's About Time;04/09/2012;248,16;0;0;;0,629;0,734;5;-3,528;0;0,0292;0,362;0,00634;0,542;0,864;98,331;4;Gemco Recording Group;C 2012 Gemco Recording Group, P 2012 Gemco Recording Group;;;0,24816
The La De Da's;Legend;01/01/1975;197,266;0;22;classic nz pop;0,688;0,651;7;-10,397;1;0,112;0,0816;0,00000527;0,103;0,661;120,943;4;Universal Music New Zealand Limited;C © 1975 EMI Australia Ltd,, P ? 1975 EMI Australia Ltd,;;;0,197266
Noah Cyrus;THE END OF EVERYTHING;15/05/2020;156,106;0;82;alt z,pop;0,708;0,186;9;-8,953;0;0,042;0,868;0;0,0779;0,322;72,541;4;Records/Columbia;P (P) 2020 Records Label, LLC / Columbia;;;0,156106
Paul Evans;Hello, This Is Joannie (The Telephone Answering Machine Song);31/01/2020;192,38;0;0;novelty;0,664;0,789;9;-10,878;1;0,0813;0,173;0;0,0775;0,717;110,434;4;Ace Records;C 2020 Ace Records, P 2020 Ace Records;;;0,19238
No Doubt;Tragic Kingdom;10/10/1995;272,173;0;0;dance pop,dance rock,permanent wave,pop rock,rock;0,579;0,803;4;-5,419;1;0,0312;0,0099;0,0000206;0,118;0,793;157,139;4;Universal Music Group;C © 1995 Interscope Records, P ? 1995 Interscope Records;;;0,272173
James Arthur;Naked;24/11/2017;234,106;0;71;pop,talent show,uk pop;0,529;0,607;6;-6,781;1;0,0574;0,104;0;0,0631;0,238;101,966;4;Columbia Local;P (P) 2018 Sony Music Entertainment Germany GmbH;;;0,234106
Daddy Dewdrop;Chick-a-Boom (Don't Ya Jes Love It);01/10/2012;171,533;0;17;novelty;0,781;0,734;0;-6,777;1;0,0511;0,0309;0;0,216;0,964;124,55;4;Ten12 Entertainment;C 2012 Ten12 Entertainment;;;0,171533
Baccara;More Monty;04/11/1998;272;0;54;;0,452;0,755;2;-8,344;1;0,0747;0,113;0;0,151;0,508;122,501;4;RCA Victor;P (P) 1998, BMG Entertainment;;;0,272
Vanessa Amorosi;Somewhere In The Real World;24/05/2008;286,56;0;0;australian dance,australian pop,australian rock;0,634;0,877;6;-3,207;1;0,0323;0,0139;0,0000762;0,123;0,404;108,998;4;Universal Music Australia Pty, Ltd,;C © 2008 Universal Music Australia Pty Ltd,, P ? 2008 Universal Music Australia Pty Ltd,;;;0,28656
Michael Jackson;The Essential Michael Jackson;19/07/2005;295,986;0;51;r&b,soul;0,64;0,421;11;-9,33;1;0,0274;0,634;0,0000544;0,109;0,23;119,478;4;Epic/Legacy;P (P) 1972 Motown Records, a Division of UMG Recordings, Inc,, 1976, 1978, 1980 Sony Music Entertainment, 1979, 1982, 1987, 1991, 1995, 2001, 2005 MJJ Productions Inc,;;;0,295986
David Guetta;Listen;21/11/2014;207,2;0;59;big room,dance pop,edm,pop,pop dance;0,494;0,721;2;-4,855;1;0,0416;0,107;0;0,119;0,356;128,1;4;Parlophone (France);C © 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company, P ? 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company;;;0,2072
Bruno Mars;Unorthodox Jukebox;07/12/2012;233,478;0;91;dance pop,pop;0,726;0,698;5;-4,165;1;0,0431;0,049;0;0,309;0,867;143,994;4;Atlantic Records;C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, P ? 2012 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States;;;0,233478
Fine Young Cannibals;The Raw & The Cooked;01/01/1988;215,773;0;78;dance rock,new romantic,new wave,new wave pop,synthpop;0,799;0,687;2;-5,682;1;0,0431;0,193;0,000188;0,0307;0,965;108,804;4;London Music Stream;C © 1988 London Music Stream Ltd, LC77554, P ? 1988 London Music Stream Ltd, LC77554;;;0,215773
Jim Diamond;Music For Lovers;01/01/2003;244,506;0;36;scottish new wave;0,405;0,439;5;-8,85;1;0,0287;0,214;0,000388;0,155;0,191;157,171;4;Spectrum;C © 2003 Spectrum Music, P This Compilation ? 2003 Spectrum Music;;;0,244506
Kings of Leon;Only By The Night;23/09/2008;230,76;0;80;modern rock,rock;0,276;0,715;0;-5,356;1;0,0432;0,00552;0,000417;0,201;0,173;137,028;4;RCA/Legacy;P (P) 2008 RCA Records, a division of Sony Music Entertainment;;;0,23076
Foreigner;Double Vision (Expanded);01/01/1978;268,693;0;68;album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock;0,705;0,806;0;-4,83;1;0,0814;0,229;0;0,0676;0,763;117,945;4;Rhino Atlantic;C © 2002 Atlantic Recording Corp,, P ? 2002 Atlantic Recording Corp,, marketed by Rhino Entertainment Company, a Warner Music Group company;;;0,268693
Boyzone;Said And Done;21/08/1995;218,133;0;62;boy band;0,431;0,721;9;-10,123;1;0,0528;0,063;0;0,12;0,668;156,12;4;Universal Music Ireland Ltd,;C © 1995 Universal Music Ireland Ltd,, P ? 1995 Universal Music Ireland Ltd,;;;0,218133
Billy Joel;The Stranger (Legacy Edition);01/01/1977;290,573;0;74;album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock;0,589;0,453;7;-8,912;1;0,0397;0,703;0,0000254;0,134;0,513;139,148;4;Columbia/Legacy;P (P) 1977 Columbia Records, a division of Sony Music Entertainment/(P) 2008 Columbia Records, a division of Sony Music Entertainment;;;0,290573
Bruno Mars;It Will Rain;28/09/2011;257,72;0;80;dance pop,pop;0,576;0,835;2;-6,826;1;0,0486;0,337;0;0,082;0,476;150,017;4;Elektra (NEK);C © 2011 TM & 2011 Summit Entertainment, LLC, All rights reserved,, P ? 2011 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States;;;0,25772
John Lennon, Yoko Ono;Signature Box;05/10/2010;214,333;0;62;beatlesque,classic rock,rock,experimental,experimental pop;0,321;0,64;2;-10,023;1;0,0324;0,28;0;0,718;0,414;146,172;3;EMI Catalogue;C © 2010 EMI Records Ltd, P This Compilation ? 2010 EMI Records Ltd;;;0,214333
Michael Bublé;Michael Bublé;01/01/2003;188,066;0;75;adult standards,canadian pop,jazz pop,lounge;0,713;0,639;2;-5,529;0;0,0313;0,753;0;0,0878;0,737;125,959;4;143/Reprise;C © 2002 Reprise Records for the U,S, and WEA International Inc, for the world outside of the U,S,, P ? 2002 Reprise Records for the U,S, and WEA International Inc, for the world outside of the U,S,;;;0,188066
The Clash;Hits Back;26/08/2013;188,24;0;66;alternative rock,permanent wave,punk,rock;0,742;0,838;2;-6,442;1;0,11;0,0832;0;0,418;0,848;113,373;4;Sony Music UK;P This compilation (P) 2013 Sony Music Entertainment UK Limited;;;0,18824
Soulja Boy;souljaboytellem,com;01/01/2007;221,933;0;0;atl hip hop,chicago bop,dance pop,pop rap,rap,southern hip hop,trap;0,732;0,731;0;-2,171;1;0,0924;0,526;0;0,0496;0,799;140,211;4;Interscope;C © 2007 ColliPark Music/Interscope Records, P ? 2007 ColliPark Music/Interscope Records;;;0,221933
The Hombres;60's Gold;27/06/2006;123,693;0;46;;0,736;0,489;9;-9,717;1;0,0576;0,396;0,0000023;0,0492;0,862;121,364;4;Hip-O;C © 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc,, P This Compilation ? 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc,;;;0,123693
Powderfinger;Internationalist (Deluxe);01/01/1998;261,149;0;49;australian alternative rock,australian rock;0,259;0,611;11;-6,989;0;0,0328;0,00886;0,0548;0,37;0,186;96,278;4;Universal Music Australia Pty, Ltd,;C © 1998 Universal Music Australia Pty Ltd,, Tracks 14-20 under licence to Universal Music Australia from Australian Broadcasting Corporation, P ? 1998 Universal Music Australia Pty Ltd,, Tracks 14-20 under licence to Universal Music Australia from Australian Broadcasting Corporation;;;0,261149
Dion & The Belmonts;The Best Of Dion & The Belmonts;01/01/2001;157,8;0;0;brill building pop,doo-wop,rock-and-roll,rockabilly;0,455;0,254;8;-11,644;1;0,0283;0,796;0;0,125;0,467;110,848;3;Parlophone UK;C 1996 Parlophone Records Ltd, a Warner Music Group Company, P 1996 Parlophone Records Ltd, a Warner Music Group Company;;;0,1578
Steve Perry;Street Talk;01/01/1984;227,8;0;0;album rock,heartland rock,mellow gold,new wave pop,soft rock,yacht rock;0,576;0,644;5;-6,141;1;0,0261;0,166;0,000191;0,142;0,313;101,938;4;Columbia;P 1984 Sony Music Entertainment Inc,;;;0,2278
Blue Boy;Remember Me;03/03/1997;229,626;0;51;classic house;0,837;0,877;1;-7,314;1;0,0498;0,0864;0,0141;0,0337;0,962;101,088;4;Altra Moda Music;C 1997 Altra Moda Music, P 1997 Altra Moda Music;;;0,229626
The Killers;Battle Born;17/09/2012;243,786;0;63;alternative rock,dance rock,modern rock,permanent wave,rock;0,409;0,837;1;-4,043;1;0,0406;0,00116;0,00651;0,0855;0,199;121,757;4;Island Records;C © 2012 The Island Def Jam Music Group, P ? 2012 The Island Def Jam Music Group;;;0,243786
Talking Heads;Talking Heads '77 (Deluxe Version);16/09/1977;261,413;0;80;alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo;0,721;0,521;2;-8,123;1;0,0613;0,0708;0,00545;0,127;0,942;123,118;4;Rhino/Warner Records;C © 1977 & 2005 Sire Records Company, P ? 1977 & 2005 Sire Records Company;;;0,261413
Hoobastank;High Skool Rocks;01/01/2007;233,013;0;48;alternative metal,funk metal,nu metal,pop rock,post-grunge;0,476;0,617;4;-6,409;1;0,029;0,0128;0;0,137;0,078;82,973;4;Universal Music Group International;C © 2007 Universal Music International Ltd,, P This Compilation ? 2007 Universal Music International Ltd,;;;0,233013
Kaz James, Stu Stone;Breathe;12/04/2008;203,84;0;10;australian dance;0,729;0,799;9;-6,674;0;0,042;0,0236;0,00182;0,212;0,83;128,981;4;Sony BMG Music Entertainment;P (P) 2008 Kaz James, under exclusive licence to SONY BMG Music Entertainment (Australia) Pty Limited;;;0,20384
The Script;The Man Who Can't Be Moved;18/07/2008;242,106;0;0;celtic rock,pop;0,612;0,619;10;-5,038;1;0,0255;0,442;0;0,0976;0,357;99,897;4;Phonogenic;P (P) 2008 Sony Music Entertainment UK Limited;;;0,242106
Vicki Lawrence;Ships In The Night;01/01/1974;185,413;0;0;bubblegum pop;0,507;0,375;10;-11,969;1;0,0374;0,804;0;0,122;0,555;153,161;3;Varese Sarabande;C © 2014 Varese Sarabande Records, P ? 1974 Garrett Music Enterprises, Under Exclusive License To Varese Sarabande Records LLC, Under Exclusive License To Varese Sarabande Records LLC;;;0,185413
One Direction;Up All Night;25/05/2012;198,053;0;0;boy band,pop,post-teen pop,talent show;0,729;0,771;4;-2,451;1;0,0725;0,00761;0;0,087;0,873;125,011;4;Syco Music UK;"P Track 2 (P) 2012; all other tracks (P) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited";;;0,198053
Flume, Chet Faker;Lockjaw;22/11/2013;221,894;0;0;australian dance,australian electropop,australian indie,downtempo,edm,indietronica,art pop,indietronica;0,559;0,67;7;-4,985;1;0,0474;0,592;0,000184;0,171;0,438;78,957;4;Future Classic;C 2013 Future Classic, P 2013 Future Classic;;;0,221894
Booker T, & the M,G,'s;Soul Limbo;01/01/1968;142,106;0;50;blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul;0,703;0,663;0;-10,463;1;0,0415;0,109;0,797;0,0831;0,974;124,299;4;Stax;C © 1991 Stax Records, P ? 1991 Stax Records;;;0,142106
Helen Reddy;Helen Reddy's Greatest Hits (And More);01/01/1987;207,533;0;33;adult standards,bubblegum pop,mellow gold,soft rock;0,655;0,626;7;-11,386;1;0,0467;0,134;0,000023;0,0586;0,874;134,071;4;Capitol Records;C © 1987 Capitol Records, LLC, P This Compilation ? 1987 Capitol Records, LLC;;;0,207533
GABRIELLE;Now And Always: 20 Years Of Dreaming;01/01/2013;251,467;0;38;british soul,europop,new wave pop;0,682;0,623;6;-5,858;0;0,0232;0,0443;0;0,0741;0,642;93,492;4;Universal-Island Records Ltd,;C © 2013 Go! Discs Ltd,, P ? 2013 Go! Discs Ltd,;;;0,251467
Cut Copy;Zonoscope;01/01/2011;350,093;0;0;alternative dance,australian dance,australian electropop,electronic rock,electronica,indietronica,neo-synthpop;0,673;0,79;1;-5,215;1;0,0357;0,0219;0,313;0,553;0,654;119,995;4;Modular;C © 2011 Modular Recordings, P ? 2011 Modular Recordings;;;0,350093
Lazaro's Dog;Triple Platinum;12/07/2005;132,173;0;16;adelaide punk;0,509;0,888;0;-5,853;1;0,148;0,263;0;0,211;0,827;167,586;4;Origin Music;C 2004 Origin Music;;;0,132173
Aerosmith;I Don't Want To Miss A Thing;18/08/1998;299,76;0;0;album rock,classic rock,hard rock,rock;0,39;0,649;2;-5,163;1;0,0345;0,172;0;0,216;0,144;121,16;4;Columbia/Sony Music Soundtrax;P (P) 1998 Columbia Records, a division of Sony Music Entertainment;;;0,29976
Alan Walker;Alone;02/12/2016;161,2;0;65;electro house;0,676;0,929;10;-3,194;1;0,0458;0,186;0,000405;0,121;0,157;97,019;4;MER Recordings;P (P) 2017 MER under exclusive license to Sony Music Entertainment Sweden AB;;;0,1612
Jason Derulo, Nicki Minaj, Ty Dolla $ign;Swalla (feat, Nicki Minaj & Ty Dolla $ign);23/02/2017;216,408;1;78;dance pop,pop,hip pop,pop,queens hip hop,rap,hip hop,pop rap,r&b,southern hip hop,trap,trap soul;0,696;0,817;1;-3,862;1;0,109;0,075;0;0,187;0,782;98,064;4;Beluga Heights/Warner Records;C © 2017 Warner Records Inc,, P ? 2017 Warner Records Inc,;;;0,216408
The Doors;Morrison Hotel;09/02/1970;243,826;0;76;acid rock,album rock,classic rock,hard rock,psychedelic rock,rock;0,623;0,633;9;-8,212;1;0,0304;0,336;0,000046;0,147;0,895;121,119;4;Rhino/Elektra;C © 1970 Elektra Entertainment for United States and WEA International Inc, for the world outside of the United States,, P ? 1970 Elektra Entertainment Group Inc, for the United States and WEA International Inc, for the world outside of the United States;;;0,243826
Bert Kaempfert;Wonderland by Night;26/11/2016;196,76;0;0;ballroom,easy listening;0,261;0,19;4;-11,708;1;0,03;0,956;0,796;0,163;0,176;79,845;4;Goldstar Records;;;;0,19676
Amiel;Audio Out;01/01/2003;209,84;1;43;;0,681;0,674;9;-6,165;0;0,0333;0,581;0,0000192;0,105;0,242;130,079;4;WM Australia;C © 2003 Festival Records, P ? 2003 Festival Records;;;0,20984
Green Day;International Superhits!;13/11/2001;168,226;1;38;modern rock,permanent wave,punk,rock;0,551;0,965;0;-2,772;1;0,0452;0,00576;0;0,171;0,708;137,841;4;Reprise;C © 2001 Reprise Records, P ? 2001 Reprise Records;;;0,168226
Bruno Mars;24K Magic;07/10/2016;225,983;0;69;dance pop,pop;0,818;0,803;1;-4,282;1;0,0797;0,034;0;0,153;0,632;106,97;4;Atlantic Records;C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company, P ? 2016 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company;;;0,225983
Grinspoon;New Detention (Reissue with Bonus Disc);01/01/2003;278,24;0;0;australian alternative rock,australian psych,australian rock;0,475;0,612;0;-7,255;1;0,0269;0,00627;0;0,137;0,37;153,989;4;Decca International;C © 2003 Universal Music Australia Pty Ltd, A Universal Music Company,, P ? 2003 Universal Music Australia Pty Ltd, A Universal Music Company;;;0,27824
Rita Ora;Phoenix (Deluxe Edition);23/11/2018;191,12;0;68;dance pop,pop,uk pop;0,475;0,846;10;-3,344;1;0,283;0,275;0;0,0824;0,451;96,036;4;Atlantic Records UK;C © 2018 Atlantic Records UK except Track 9 (P) 2018 Asylum/Atlantic Records UK, Tracks 1 & 5 (P) 2017 Atlantic Records UK, Track 4 (P) 2017 Avicii Music AB under exclusive licence to Universal Music AB, Track 8 (P) 2018 Universal Studios, Atlantic Records UK, Capitol Records, a division of Universal Music Operations Limited, Asylum/Atlantic Records UK are divisions of Warner Music UK Limited,, P ? 2018 Atlantic Records UK except Track 9 (P) 2018 Asylum/Atlantic Records UK, Tracks 1 & 5 (P) 2017 Atlantic Records UK, Track 4 (P) 2017 Avicii Music AB under exclusive licence to Universal Music AB, Track 8 (P) 2018 Universal Studios, Atlantic Records UK, Capitol Records, a division of Universal Music Operations Limited, Asylum/Atlantic Records UK are divisions of Warner Music UK Limited,;;;0,19112
Jessie J, Ariana Grande, Nicki Minaj;Sweet Talker (Deluxe Version);10/10/2014;199,386;0;0;dance pop,pop,pop,hip pop,pop,queens hip hop,rap;0,711;0,774;0;-3,391;0;0,0922;0,259;0;0,371;0,715;150,032;4;Universal Music Group;C © 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC, P ? 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC;;;0,199386
Jon Bon Jovi;Blaze Of Glory;01/01/1990;335,24;0;68;hard rock;0,55;0,618;7;-9,822;1;0,0307;0,0564;0,0000262;0,0937;0,429;78,61;4;Island Records;C © 1990 The Island Def Jam Music Group, P ? 1990 The Island Def Jam Music Group;;;0,33524
Mariah Carey;Bye Bye (Int'l ECD Maxi);01/01/2008;266,506;0;0;dance pop,pop,urban contemporary;0,788;0,559;10;-5,953;1;0,0406;0,276;0;0,352;0,809;135,977;4;Island Records;C © 2008 Mariah Carey, P ? 2008 The Island Def Jam Music Group and Mariah Carey;;;0,266506
